tahun,nama_kota,nama_kecamatan,nama_kelurahan,status_perkawinan,jenis_kelamin,jumlah
2018,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Belum Kawin,Laki-laki,1856
2018,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Belum Kawin,Laki-laki,1829
2018,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Belum Kawin,Laki-laki,653
2018,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU UNTUNG JAWA,Belum Kawin,Laki-laki,654
2018,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU TIDUNG,Belum Kawin,Laki-laki,1487
2018,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU SELATAN,PULAU PARI,Belum Kawin,Laki-laki,860
2018,JAKARTA PUSAT,GAMBIR,GAMBIR,Belum Kawin,Laki-laki,783
2018,JAKARTA PUSAT,GAMBIR,CIDENG,Belum Kawin,Laki-laki,4703
2018,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Belum Kawin,Laki-laki,5806
2018,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Belum Kawin,Laki-laki,5011
2018,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Belum Kawin,Laki-laki,3312
2018,JAKARTA PUSAT,GAMBIR,DURI PULO,Belum Kawin,Laki-laki,6709
2018,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Belum Kawin,Laki-laki,3999
2018,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Belum Kawin,Laki-laki,8728
2018,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Belum Kawin,Laki-laki,7254
2018,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Belum Kawin,Laki-laki,5167
2018,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Belum Kawin,Laki-laki,9473
2018,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Belum Kawin,Laki-laki,6882
2018,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Belum Kawin,Laki-laki,9949
2018,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Belum Kawin,Laki-laki,7663
2018,JAKARTA PUSAT,KEMAYORAN,SERDANG,Belum Kawin,Laki-laki,9862
2018,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Belum Kawin,Laki-laki,6360
2018,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Belum Kawin,Laki-laki,10921
2018,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Belum Kawin,Laki-laki,7339
2018,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Belum Kawin,Laki-laki,9960
2018,JAKARTA PUSAT,S E N E N,SENEN,Belum Kawin,Laki-laki,2372
2018,JAKARTA PUSAT,S E N E N,KENARI,Belum Kawin,Laki-laki,3188
2018,JAKARTA PUSAT,S E N E N,PASEBAN,Belum Kawin,Laki-laki,7807
2018,JAKARTA PUSAT,S E N E N,KRAMAT,Belum Kawin,Laki-laki,10027
2018,JAKARTA PUSAT,S E N E N,KWITANG,Belum Kawin,Laki-laki,5013
2018,JAKARTA PUSAT,S E N E N,BUNGUR,Belum Kawin,Laki-laki,6090
2018,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Belum Kawin,Laki-laki,7306
2018,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Belum Kawin,Laki-laki,11471
2018,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Belum Kawin,Laki-laki,6892
2018,JAKARTA PUSAT,MENTENG,MENTENG,Belum Kawin,Laki-laki,8131
2018,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Belum Kawin,Laki-laki,7724
2018,JAKARTA PUSAT,MENTENG,CIKINI,Belum Kawin,Laki-laki,2786
2018,JAKARTA PUSAT,MENTENG,GONDANGDIA,Belum Kawin,Laki-laki,1145
2018,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Belum Kawin,Laki-laki,4232
2018,JAKARTA PUSAT,TANAH ABANG,GELORA,Belum Kawin,Laki-laki,989
2018,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Belum Kawin,Laki-laki,6900
2018,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Belum Kawin,Laki-laki,6355
2018,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Belum Kawin,Laki-laki,11832
2018,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Belum Kawin,Laki-laki,11260
2018,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Belum Kawin,Laki-laki,7340
2018,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Belum Kawin,Laki-laki,3939
2018,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Belum Kawin,Laki-laki,12081
2018,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Belum Kawin,Laki-laki,7286
2018,JAKARTA PUSAT,JOHAR BARU,GALUR,Belum Kawin,Laki-laki,6317
2018,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Belum Kawin,Laki-laki,13117
2018,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Belum Kawin,Laki-laki,27699
2018,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Belum Kawin,Laki-laki,3831
2018,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Belum Kawin,Laki-laki,10751
2018,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Belum Kawin,Laki-laki,22916
2018,JAKARTA UTARA,PENJARINGAN,PLUIT,Belum Kawin,Laki-laki,13058
2018,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Belum Kawin,Laki-laki,10969
2018,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Belum Kawin,Laki-laki,18915
2018,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Belum Kawin,Laki-laki,12430
2018,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Belum Kawin,Laki-laki,9751
2018,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Belum Kawin,Laki-laki,16674
2018,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Belum Kawin,Laki-laki,21149
2018,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Belum Kawin,Laki-laki,14582
2018,JAKARTA UTARA,KOJA,KOJA,Belum Kawin,Laki-laki,9776
2018,JAKARTA UTARA,KOJA,TUGU UTARA,Belum Kawin,Laki-laki,22105
2018,JAKARTA UTARA,KOJA,LAGOA,Belum Kawin,Laki-laki,19026
2018,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Belum Kawin,Laki-laki,11131
2018,JAKARTA UTARA,KOJA,TUGU SELATAN,Belum Kawin,Laki-laki,12631
2018,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Belum Kawin,Laki-laki,13682
2018,JAKARTA UTARA,CILINCING,CILINCING,Belum Kawin,Laki-laki,14246
2018,JAKARTA UTARA,CILINCING,SUKAPURA,Belum Kawin,Laki-laki,17263
2018,JAKARTA UTARA,CILINCING,MARUNDA,Belum Kawin,Laki-laki,9280
2018,JAKARTA UTARA,CILINCING,KALIBARU,Belum Kawin,Laki-laki,22908
2018,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Belum Kawin,Laki-laki,11417
2018,JAKARTA UTARA,CILINCING,ROROTAN,Belum Kawin,Laki-laki,12825
2018,JAKARTA UTARA,CILINCING,SEMPER BARAT,Belum Kawin,Laki-laki,22013
2018,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Belum Kawin,Laki-laki,11077
2018,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Belum Kawin,Laki-laki,24192
2018,JAKARTA UTARA,PADEMANGAN,ANCOL,Belum Kawin,Laki-laki,7603
2018,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Belum Kawin,Laki-laki,9096
2018,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Belum Kawin,Laki-laki,14016
2018,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Belum Kawin,Laki-laki,10074
2018,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Belum Kawin,Laki-laki,20637
2018,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Belum Kawin,Laki-laki,23854
2018,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Belum Kawin,Laki-laki,19591
2018,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Belum Kawin,Laki-laki,10167
2018,JAKARTA BARAT,CENGKARENG,KAPUK,Belum Kawin,Laki-laki,42332
2018,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Belum Kawin,Laki-laki,25300
2018,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Belum Kawin,Laki-laki,5068
2018,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Belum Kawin,Laki-laki,4895
2018,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Belum Kawin,Laki-laki,9013
2018,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Belum Kawin,Laki-laki,8791
2018,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Belum Kawin,Laki-laki,7392
2018,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Belum Kawin,Laki-laki,11579
2018,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Belum Kawin,Laki-laki,12172
2018,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Belum Kawin,Laki-laki,4289
2018,JAKARTA BARAT,TAMAN SARI,KRUKUT,Belum Kawin,Laki-laki,6134
2018,JAKARTA BARAT,TAMAN SARI,MAPHAR,Belum Kawin,Laki-laki,5111
2018,JAKARTA BARAT,TAMAN SARI,TANGKI,Belum Kawin,Laki-laki,3953
2018,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Belum Kawin,Laki-laki,2290
2018,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Belum Kawin,Laki-laki,5506
2018,JAKARTA BARAT,TAMAN SARI,GLODOK,Belum Kawin,Laki-laki,2186
2018,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Belum Kawin,Laki-laki,3345
2018,JAKARTA BARAT,TAMBORA,TAMBORA,Belum Kawin,Laki-laki,3224
2018,JAKARTA BARAT,TAMBORA,KALI ANYAR,Belum Kawin,Laki-laki,7924
2018,JAKARTA BARAT,TAMBORA,DURI UTARA,Belum Kawin,Laki-laki,6356
2018,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Belum Kawin,Laki-laki,8382
2018,JAKARTA BARAT,TAMBORA,KRENDANG,Belum Kawin,Laki-laki,6700
2018,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Belum Kawin,Laki-laki,9898
2018,JAKARTA BARAT,TAMBORA,ANGKE,Belum Kawin,Laki-laki,9357
2018,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Belum Kawin,Laki-laki,6798
2018,JAKARTA BARAT,TAMBORA,PEKOJAN,Belum Kawin,Laki-laki,7318
2018,JAKARTA BARAT,TAMBORA,ROA MALAKA,Belum Kawin,Laki-laki,959
2018,JAKARTA BARAT,TAMBORA,DURI SELATAN,Belum Kawin,Laki-laki,4450
2018,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Belum Kawin,Laki-laki,16344
2018,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Belum Kawin,Laki-laki,11895
2018,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Belum Kawin,Laki-laki,11783
2018,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Belum Kawin,Laki-laki,7136
2018,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Belum Kawin,Laki-laki,17749
2018,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Belum Kawin,Laki-laki,13691
2018,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Belum Kawin,Laki-laki,9697
2018,JAKARTA BARAT,KALI DERES,KALIDERES,Belum Kawin,Laki-laki,22478
2018,JAKARTA BARAT,KALI DERES,SEMANAN,Belum Kawin,Laki-laki,22612
2018,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Belum Kawin,Laki-laki,25425
2018,JAKARTA BARAT,KALI DERES,KAMAL,Belum Kawin,Laki-laki,16374
2018,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Belum Kawin,Laki-laki,22510
2018,JAKARTA BARAT,PAL MERAH,PALMERAH,Belum Kawin,Laki-laki,19656
2018,JAKARTA BARAT,PAL MERAH,SLIPI,Belum Kawin,Laki-laki,5387
2018,JAKARTA BARAT,PAL MERAH,KOTA BAMBU UTARA,Belum Kawin,Laki-laki,8027
2018,JAKARTA BARAT,PAL MERAH,JATIPULO,Belum Kawin,Laki-laki,9087
2018,JAKARTA BARAT,PAL MERAH,KEMANGGISAN,Belum Kawin,Laki-laki,9833
2018,JAKARTA BARAT,PAL MERAH,KOTA BAMBU SELATAN,Belum Kawin,Laki-laki,6910
2018,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Belum Kawin,Laki-laki,16780
2018,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Belum Kawin,Laki-laki,13014
2018,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Belum Kawin,Laki-laki,9650
2018,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Belum Kawin,Laki-laki,13724
2018,JAKARTA BARAT,KEMBANGAN,JOGLO,Belum Kawin,Laki-laki,12197
2018,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,Belum Kawin,Laki-laki,7834
2018,JAKARTA SELATAN,TEBET,TEBET TIMUR,Belum Kawin,Laki-laki,5120
2018,JAKARTA SELATAN,TEBET,TEBET BARAT,Belum Kawin,Laki-laki,6123
2018,JAKARTA SELATAN,TEBET,MENTENG DALAM,Belum Kawin,Laki-laki,11111
2018,JAKARTA SELATAN,TEBET,KEBON BARU,Belum Kawin,Laki-laki,11018
2018,JAKARTA SELATAN,TEBET,BUKIT DURI,Belum Kawin,Laki-laki,10738
2018,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,Belum Kawin,Laki-laki,7126
2018,JAKARTA SELATAN,TEBET,MANGGARAI,Belum Kawin,Laki-laki,8829
2018,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,Belum Kawin,Laki-laki,912
2018,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,Belum Kawin,Laki-laki,821
2018,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,Belum Kawin,Laki-laki,4995
2018,JAKARTA SELATAN,SETIA BUDI,KARET,Belum Kawin,Laki-laki,3091
2018,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,Belum Kawin,Laki-laki,8454
2018,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,Belum Kawin,Laki-laki,8474
2018,JAKARTA SELATAN,SETIA BUDI,GUNTUR,Belum Kawin,Laki-laki,1136
2018,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,Belum Kawin,Laki-laki,1902
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,Belum Kawin,Laki-laki,5745
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,Belum Kawin,Laki-laki,6646
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,Belum Kawin,Laki-laki,13258
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,Belum Kawin,Laki-laki,10353
2018,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,Belum Kawin,Laki-laki,4057
2018,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,Belum Kawin,Laki-laki,7465
2018,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,Belum Kawin,Laki-laki,11307
2018,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,Belum Kawin,Laki-laki,8527
2018,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,Belum Kawin,Laki-laki,12158
2018,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,Belum Kawin,Laki-laki,17828
2018,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,Belum Kawin,Laki-laki,11276
2018,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,Belum Kawin,Laki-laki,13641
2018,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,Belum Kawin,Laki-laki,13119
2018,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,Belum Kawin,Laki-laki,16579
2018,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,Belum Kawin,Laki-laki,11942
2018,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,Belum Kawin,Laki-laki,13232
2018,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,Belum Kawin,Laki-laki,13537
2018,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,Belum Kawin,Laki-laki,12288
2018,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,Belum Kawin,Laki-laki,15150
2018,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,Belum Kawin,Laki-laki,10833
2018,JAKARTA SELATAN,CILANDAK,PONDOK LABU,Belum Kawin,Laki-laki,13596
2018,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,Belum Kawin,Laki-laki,6449
2018,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,Belum Kawin,Laki-laki,8150
2018,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,Belum Kawin,Laki-laki,707
2018,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,Belum Kawin,Laki-laki,2679
2018,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,Belum Kawin,Laki-laki,4392
2018,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,Belum Kawin,Laki-laki,739
2018,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,Belum Kawin,Laki-laki,1607
2018,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,Belum Kawin,Laki-laki,811
2018,JAKARTA SELATAN,KEBAYORAN BARU,PULO,Belum Kawin,Laki-laki,1562
2018,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,Belum Kawin,Laki-laki,3427
2018,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,Belum Kawin,Laki-laki,11800
2018,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,Belum Kawin,Laki-laki,10366
2018,JAKARTA SELATAN,PANCORAN,PANCORAN,Belum Kawin,Laki-laki,6078
2018,JAKARTA SELATAN,PANCORAN,KALIBATA,Belum Kawin,Laki-laki,12868
2018,JAKARTA SELATAN,PANCORAN,RAWAJATI,Belum Kawin,Laki-laki,6041
2018,JAKARTA SELATAN,PANCORAN,DUREN TIGA,Belum Kawin,Laki-laki,8659
2018,JAKARTA SELATAN,PANCORAN,PENGADEGAN,Belum Kawin,Laki-laki,6170
2018,JAKARTA SELATAN,PANCORAN,CIKOKO,Belum Kawin,Laki-laki,3275
2018,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,Belum Kawin,Laki-laki,18780
2018,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,Belum Kawin,Laki-laki,17698
2018,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,Belum Kawin,Laki-laki,11462
2018,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,Belum Kawin,Laki-laki,16626
2018,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,Belum Kawin,Laki-laki,12070
2018,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,Belum Kawin,Laki-laki,11516
2018,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,Belum Kawin,Laki-laki,8622
2018,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,Belum Kawin,Laki-laki,15751
2018,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,Belum Kawin,Laki-laki,16351
2018,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,Belum Kawin,Laki-laki,11209
2018,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,Belum Kawin,Laki-laki,12549
2018,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,Belum Kawin,Laki-laki,9845
2018,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,Belum Kawin,Laki-laki,8719
2018,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,Belum Kawin,Laki-laki,7725
2018,JAKARTA TIMUR,MATRAMAN,PALMERIAM,Belum Kawin,Laki-laki,6157
2018,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,Belum Kawin,Laki-laki,5231
2018,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,Belum Kawin,Laki-laki,9903
2018,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,Belum Kawin,Laki-laki,10491
2018,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,Belum Kawin,Laki-laki,12516
2018,JAKARTA TIMUR,PULO GADUNG,CIPINANG,Belum Kawin,Laki-laki,12084
2018,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,Belum Kawin,Laki-laki,7688
2018,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,Belum Kawin,Laki-laki,11371
2018,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,Belum Kawin,Laki-laki,12277
2018,JAKARTA TIMUR,PULO GADUNG,JATI,Belum Kawin,Laki-laki,9492
2018,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Belum Kawin,Laki-laki,8254
2018,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Belum Kawin,Laki-laki,11557
2018,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Belum Kawin,Laki-laki,2963
2018,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Belum Kawin,Laki-laki,6802
2018,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Belum Kawin,Laki-laki,9898
2018,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Belum Kawin,Laki-laki,16592
2018,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Belum Kawin,Laki-laki,11014
2018,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Belum Kawin,Laki-laki,15380
2018,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Belum Kawin,Laki-laki,10613
2018,JAKARTA TIMUR,KRAMATJATI,TENGAH,Belum Kawin,Laki-laki,13924
2018,JAKARTA TIMUR,KRAMATJATI,DUKUH,Belum Kawin,Laki-laki,7652
2018,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Belum Kawin,Laki-laki,14649
2018,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Belum Kawin,Laki-laki,8993
2018,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Belum Kawin,Laki-laki,12704
2018,JAKARTA TIMUR,KRAMATJATI,CAWANG,Belum Kawin,Laki-laki,10450
2018,JAKARTA TIMUR,PASAR REBO,GEDONG,Belum Kawin,Laki-laki,10968
2018,JAKARTA TIMUR,PASAR REBO,BARU,Belum Kawin,Laki-laki,7632
2018,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Belum Kawin,Laki-laki,12526
2018,JAKARTA TIMUR,PASAR REBO,KALISARI,Belum Kawin,Laki-laki,13228
2018,JAKARTA TIMUR,PASAR REBO,PEKAYON,Belum Kawin,Laki-laki,13365
2018,JAKARTA TIMUR,CAKUNG,JATINEGARA,Belum Kawin,Laki-laki,26790
2018,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Belum Kawin,Laki-laki,8138
2018,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Belum Kawin,Laki-laki,30238
2018,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Belum Kawin,Laki-laki,18365
2018,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Belum Kawin,Laki-laki,29410
2018,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Belum Kawin,Laki-laki,9221
2018,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Belum Kawin,Laki-laki,18604
2018,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Belum Kawin,Laki-laki,18089
2018,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Belum Kawin,Laki-laki,18544
2018,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Belum Kawin,Laki-laki,21896
2018,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Belum Kawin,Laki-laki,21129
2018,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Belum Kawin,Laki-laki,8164
2018,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Belum Kawin,Laki-laki,9291
2018,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Belum Kawin,Laki-laki,10868
2018,JAKARTA TIMUR,MAKASAR,MAKASAR,Belum Kawin,Laki-laki,10316
2018,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Belum Kawin,Laki-laki,8318
2018,JAKARTA TIMUR,MAKASAR,KEBON PALA,Belum Kawin,Laki-laki,14652
2018,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Belum Kawin,Laki-laki,9104
2018,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Belum Kawin,Laki-laki,12859
2018,JAKARTA TIMUR,CIRACAS,CIRACAS,Belum Kawin,Laki-laki,20026
2018,JAKARTA TIMUR,CIRACAS,CIBUBUR,Belum Kawin,Laki-laki,19631
2018,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Belum Kawin,Laki-laki,13814
2018,JAKARTA TIMUR,CIRACAS,SUSUKAN,Belum Kawin,Laki-laki,11661
2018,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Belum Kawin,Laki-laki,11398
2018,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Belum Kawin,Laki-laki,8305
2018,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Belum Kawin,Laki-laki,8464
2018,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Belum Kawin,Laki-laki,7480
2018,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Belum Kawin,Laki-laki,7155
2018,JAKARTA TIMUR,CIPAYUNG,SETU,Belum Kawin,Laki-laki,6061
2018,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Belum Kawin,Laki-laki,7849
2018,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Belum Kawin,Laki-laki,19306
2018,JAKARTA TIMUR,CIPAYUNG,CEGER,Belum Kawin,Laki-laki,5872
2018,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU PANGGANG,Belum Kawin,Perempuan,1538
2018,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU KELAPA,Belum Kawin,Perempuan,1569
2018,ADM. KEPULAUAN SERIBU,KEPULAUAN SERIBU UTARA,PULAU HARAPAN,Belum Kawin,Perempuan,579
